CustomerID,Gender,Age ,Annual Income (k$),Spending Score (1-100)
209,Female ,76,74,61
210,Male ,49,94,66
211,Female ,93,74,99
212,Female ,58,18,78
213,Female ,57,39,62
214,Female ,89,93,73
215,Female ,93,23,75
216,Female ,29,21,72
217,Male ,26,52,44
218,Female ,80,111,47
219,Male ,87,110,11
220,Male ,84,39,40
221,Female ,99,85,89
222,Female ,75,79,85
223,Female ,47,59,9
224,Male ,100,99,91
225,Female ,47,97,47
226,Female ,93,35,34
227,Male ,84,39,59
228,Female ,97,27,78
229,Male ,45,20,75
230,Male ,87,139,2
231,Female ,81,54,59
232,Female ,65,70,85
233,Male ,42,79,89
234,Male ,72,90,35
235,Male ,98,81,51
236,Male ,65,133,74
237,Male ,66,71,39
238,Female ,58,83,18
239,Male ,38,82,49
240,Female ,35,71,60
241,Female ,57,15,48
242,Male ,49,94,43
243,Male ,89,32,34
244,Male ,20,76,67
245,Male ,81,44,20
246,Female ,44,140,56
247,Female ,46,80,93
248,Male ,54,124,63
249,Female ,45,136,8
250,Male ,53,73,89
251,Male ,88,102,57
252,Male ,42,80,65
253,Male ,96,64,97
254,Female ,87,131,37
255,Male ,70,25,36
256,Male ,89,53,21
257,Female ,75,73,56
258,Male ,65,76,60
259,Male ,20,139,81
260,Male ,80,112,37
261,Male ,94,31,70
262,Male ,80,69,52
263,Female ,100,144,10
264,Male ,76,143,39
265,Female ,54,136,77
266,Female ,91,38,67
267,Female ,45,146,69
268,Female ,85,41,64
269,Male ,92,17,15
270,Female ,35,112,70
271,Female ,37,129,6
272,Female ,84,56,5
273,Male ,32,78,42
274,Female ,85,56,57
275,Male ,26,53,92
276,Male ,30,61,58
277,Female ,87,37,16
278,Male ,70,56,71
279,Female ,23,50,46
280,Female ,98,102,64
281,Male ,86,95,97
282,Female ,38,63,74
283,Male ,28,129,62
284,Male ,63,66,90
285,Female ,26,77,50
286,Female ,88,98,92
287,Male ,85,104,79
288,Female ,72,97,41
289,Male ,71,106,79
290,Male ,92,29,94
291,Male ,54,61,95
292,Male ,78,89,27
293,Male ,62,146,98
294,Male ,97,35,47
295,Male ,86,40,96
296,Male ,44,104,48
297,Female ,20,96,19
298,Female ,21,121,96
299,Male ,69,19,93
300,Male ,84,68,12
301,Female ,83,69,57
302,Male ,64,16,57
303,Female ,62,55,76
304,Female ,41,59,9
305,Female ,75,50,98
306,Female ,64,129,88
307,Male ,75,66,55
308,Female ,67,134,24
309,Female ,93,51,10
310,Female ,40,29,66
311,Female ,59,16,30
312,Female ,68,90,83
313,Male ,80,101,44
314,Female ,69,129,6
315,Female ,40,100,24
316,Female ,78,78,88
317,Female ,69,53,99
318,Female ,25,26,78
319,Male ,79,15,30
320,Female ,31,129,13
321,Female ,64,81,83
322,Female ,86,47,13
323,Male ,55,63,85
324,Female ,30,99,17
325,Female ,97,86,97
326,Female ,32,67,56
327,Male ,40,25,38
328,Female ,20,98,59
329,Female ,46,44,79
330,Female ,74,118,82
331,Male ,93,149,46
332,Female ,76,80,80
333,Female ,58,135,81
334,Female ,36,75,98
335,Female ,79,126,37
336,Female ,87,119,90
337,Female ,61,83,49
338,Male ,67,94,31
339,Female ,62,45,14
340,Male ,32,142,82
341,Female ,96,60,1
342,Female ,24,113,48
343,Male ,98,102,37
344,Female ,24,100,55
345,Male ,62,29,80
346,Male ,81,64,17
347,Male ,42,19,30
348,Male ,90,110,84
349,Male ,92,147,17
350,Male ,92,74,76
351,Male ,65,136,71
352,Female ,30,102,81
353,Female ,58,80,26
354,Male ,94,124,8
355,Male ,97,33,36
356,Male ,93,85,68
357,Female ,22,43,67
358,Female ,39,59,43
359,Male ,31,113,19
360,Female ,70,62,72
361,Male ,53,138,63
362,Female ,80,149,52
363,Female ,54,127,5
364,Female ,100,123,67
365,Male ,30,118,37
366,Female ,47,140,77
367,Male ,40,46,70
368,Female ,39,142,33
369,Female ,100,48,62
370,Male ,76,126,24
371,Male ,87,83,6
372,Male ,39,40,11
373,Female ,87,98,21
374,Female ,100,110,41
375,Male ,82,94,86
376,Female ,36,28,97
377,Female ,52,116,82
378,Male ,77,110,96
379,Male ,69,22,49
380,Male ,76,81,32
381,Female ,64,108,28
382,Male ,67,115,61
383,Female ,80,24,35
384,Female ,82,146,95
385,Male ,39,33,84
386,Female ,39,147,14
387,Male ,99,29,3
388,Male ,89,58,42
389,Female ,47,136,71
390,Female ,57,55,94
391,Male ,36,123,77
392,Male ,99,107,21
393,Male ,46,91,10
394,Female ,50,72,26
395,Male ,74,21,27
396,Male ,95,140,70
397,Male ,99,46,71
398,Female ,48,89,35
399,Male ,76,107,46
400,Female ,22,112,3
401,Female ,70,99,75
402,Female ,24,100,25
403,Female ,51,63,39
404,Male ,22,59,56
405,Male ,44,108,7
406,Female ,49,113,46
407,Female ,25,62,22
408,Female ,40,141,24
409,Male ,70,112,58
410,Male ,42,101,68
411,Male ,23,95,95
412,Male ,39,83,16
413,Male ,43,146,11
414,Male ,54,126,44
415,Female ,39,81,27
416,Male ,54,101,98
417,Male ,94,23,18
418,Male ,100,118,45
419,Female ,89,91,27
420,Female ,28,61,5
421,Female ,72,55,11
422,Male ,74,15,79
423,Male ,100,76,57
424,Male ,20,20,46
425,Male ,63,33,7
426,Female ,32,94,29
427,Male ,76,66,61
428,Male ,58,77,82
429,Female ,31,23,49
430,Female ,77,92,71
431,Female ,24,140,100
432,Female ,67,138,33
433,Female ,86,19,38
434,Female ,88,21,40
435,Male ,50,106,67
436,Female ,94,149,20
437,Male ,91,39,55
438,Male ,67,57,50
439,Female ,60,130,85
440,Male ,92,74,71
441,Male ,58,79,98
442,Female ,82,15,49
443,Female ,89,148,93
444,Female ,37,147,88
445,Male ,96,23,96
446,Male ,67,32,53
447,Male ,91,150,9
448,Female ,29,120,20
449,Female ,71,61,8
450,Female ,100,83,33
451,Female ,94,115,85
452,Male ,51,40,47
453,Male ,21,124,55
454,Female ,84,60,68
455,Female ,45,114,78
456,Male ,83,150,42
457,Male ,88,141,58
458,Female ,23,71,100
459,Female ,34,124,33
460,Female ,20,86,19
461,Male ,50,130,72
462,Female ,54,39,82
463,Female ,23,94,27
464,Male ,82,79,20
465,Male ,75,15,44
466,Male ,80,62,7
467,Male ,90,52,97
468,Male ,91,73,35
469,Male ,73,99,66
470,Male ,81,122,62
471,Male ,91,45,90
472,Female ,54,99,7
473,Female ,28,103,34
474,Female ,48,101,25
475,Male ,63,58,43
476,Female ,80,46,2
477,Female ,49,41,39
478,Female ,83,56,76
479,Male ,71,147,68
480,Male ,72,99,5
481,Male ,42,44,29
482,Female ,69,73,89
483,Female ,59,133,19
484,Male ,31,57,38
485,Male ,56,138,78
486,Female ,80,25,84
487,Female ,56,73,61
488,Male ,66,67,82
489,Male ,73,34,47
490,Female ,71,83,49
491,Female ,24,132,41
492,Male ,72,50,52
493,Female ,47,89,30
494,Male ,52,66,13
495,Male ,74,140,56
496,Male ,94,85,97
497,Male ,20,124,48
498,Female ,90,95,52
499,Male ,87,118,58
500,Male ,90,43,14
501,Male ,94,140,27
502,Male ,92,77,51
503,Female ,90,116,90
504,Female ,59,139,71
505,Female ,99,26,81
506,Male ,44,115,88
507,Female ,72,118,3
508,Female ,85,79,34
509,Female ,29,105,26
510,Male ,53,88,52
511,Male ,85,64,69
512,Male ,37,107,50
513,Male ,32,28,33
514,Male ,60,108,9
515,Male ,81,41,75
516,Female ,74,106,54
517,Female ,88,147,98
518,Female ,77,129,50
519,Male ,88,39,35
520,Male ,87,15,49
521,Male ,42,18,86
522,Female ,85,101,29
523,Male ,67,92,98
524,Male ,82,83,86
525,Male ,93,97,73
526,Female ,41,125,30
527,Male ,94,120,36
528,Male ,55,55,41
529,Male ,68,72,44
530,Male ,53,27,45
531,Male ,26,149,11
532,Male ,36,102,17
533,Female ,43,65,69
534,Female ,93,93,36
535,Female ,58,139,92
536,Male ,83,129,21
537,Female ,98,82,52
538,Male ,60,29,48
539,Female ,63,49,99
540,Female ,86,87,78
541,Male ,69,50,47
542,Male ,36,122,63
543,Male ,92,44,11
544,Female ,94,142,71
545,Male ,37,119,37
546,Male ,60,44,43
547,Male ,21,38,48
548,Female ,30,123,87
549,Female ,71,25,54
550,Male ,74,55,37
551,Male ,38,87,66
552,Female ,56,30,100
553,Female ,94,45,14
554,Female ,93,60,61
555,Female ,34,132,73
556,Female ,34,117,33
557,Male ,52,98,15
558,Female ,85,78,50
559,Female ,75,85,91
560,Male ,29,91,10
561,Female ,75,41,6
562,Male ,92,72,86
563,Male ,45,67,95
564,Male ,54,62,80
565,Male ,81,108,14
566,Male ,74,48,61
567,Male ,62,60,82
568,Male ,89,51,66
569,Male ,98,42,16
570,Male ,48,28,52
571,Male ,77,36,66
572,Male ,35,30,17
573,Female ,90,42,40
574,Male ,49,47,68
575,Female ,99,61,5
576,Female ,72,95,81
577,Female ,37,51,5
578,Female ,55,54,98
579,Male ,22,133,28
580,Female ,61,67,82
581,Male ,94,91,71
582,Male ,48,45,95
583,Male ,93,68,10
584,Male ,58,42,34
585,Male ,27,137,45
586,Female ,61,24,89
587,Female ,62,115,78
588,Male ,84,149,28
589,Female ,100,121,39
590,Male ,70,108,29
591,Female ,89,150,48
592,Female ,96,113,2
593,Female ,35,46,43
594,Female ,42,136,81
595,Male ,94,43,42
596,Male ,46,61,24
597,Male ,67,74,16
598,Male ,96,67,51
599,Male ,75,60,33
600,Male ,46,130,45
601,Female ,52,141,40
602,Male ,23,46,39
603,Female ,96,40,36
604,Male ,82,63,45
605,Female ,25,126,95
606,Male ,60,97,43
607,Male ,37,61,55
608,Female ,92,76,44
609,Female ,23,62,12
610,Male ,84,136,88
611,Male ,84,32,54
612,Female ,83,17,56
613,Male ,61,28,66
614,Male ,88,124,14
615,Male ,38,73,93
616,Female ,27,126,4
617,Female ,52,22,29
618,Male ,47,139,65
619,Female ,62,67,15
620,Female ,85,36,13
621,Female ,49,20,52
622,Female ,67,81,66
623,Female ,32,150,65
624,Male ,99,98,31
625,Female ,21,16,77
626,Male ,27,74,74
627,Female ,76,101,52
628,Female ,52,95,71
629,Male ,54,144,92
630,Female ,40,17,66
631,Female ,30,133,11
632,Female ,32,79,96
633,Female ,99,79,70
634,Female ,77,134,83
635,Male ,65,103,9
636,Male ,56,126,74
637,Male ,38,56,81
638,Male ,45,63,94
639,Female ,80,114,21
640,Female ,43,131,98
641,Male ,44,23,82
642,Male ,66,113,67
643,Female ,79,97,79
644,Male ,53,145,16
645,Male ,52,74,61
646,Male ,72,60,93
647,Male ,20,64,17
648,Male ,98,58,20
649,Female ,25,121,35
650,Male ,63,64,63
651,Female ,52,29,37
652,Female ,92,49,95
653,Male ,37,149,6
654,Male ,88,16,100
655,Male ,100,80,81
656,Female ,92,135,13
657,Male ,87,125,60
658,Female ,38,71,93
659,Male ,45,67,4
660,Female ,36,105,33
661,Female ,49,130,23
662,Male ,31,110,88
663,Female ,25,119,1
664,Female ,96,100,91
665,Male ,28,146,48
666,Female ,56,56,100
667,Female ,59,29,80
668,Female ,52,132,62
669,Male ,49,47,8
670,Male ,41,85,48
671,Male ,97,108,49
672,Female ,94,111,15
673,Male ,72,144,89
674,Male ,56,134,25
675,Male ,25,50,92
676,Female ,50,35,89
677,Female ,68,16,27
678,Male ,94,15,12
679,Male ,96,29,48
680,Female ,39,70,63
681,Female ,58,136,40
682,Female ,84,142,60
683,Male ,37,20,19
684,Male ,41,36,1
685,Male ,62,97,25
686,Female ,87,56,18
687,Male ,31,89,47
688,Male ,70,55,45
689,Female ,42,99,34
690,Male ,20,121,10
691,Female ,83,59,52
692,Female ,70,19,57
693,Male ,40,69,96
694,Female ,33,37,94
695,Female ,64,54,64
696,Male ,100,40,90
697,Female ,64,41,72
698,Female ,68,31,55
699,Female ,52,72,82
700,Female ,53,53,31
701,Female ,98,134,13
702,Female ,23,96,6
703,Male ,32,48,65
704,Female ,30,87,56
705,Male ,99,134,83
706,Female ,90,122,58
707,Male ,64,45,78
708,Male ,42,128,20
709,Male ,57,27,20
710,Female ,87,91,3
711,Female ,32,139,24
712,Male ,73,39,81
713,Male ,95,45,56
714,Female ,87,123,36
715,Female ,95,101,8
716,Male ,78,145,93
717,Male ,41,125,11
718,Male ,50,136,10
719,Female ,63,23,58
720,Female ,46,104,27
721,Male ,84,130,95
722,Female ,83,91,70
723,Male ,29,77,99
724,Female ,31,144,65
725,Male ,48,69,83
726,Male ,85,26,11
727,Female ,58,93,79
728,Female ,100,66,37
729,Female ,38,130,75
730,Male ,55,127,12
731,Female ,24,81,7
732,Female ,53,146,40
733,Male ,90,111,19
734,Male ,32,30,38
735,Male ,35,115,80
736,Female ,93,104,13
737,Female ,45,71,16
738,Female ,58,129,59
739,Male ,98,47,89
740,Female ,27,134,71
741,Male ,35,39,65
742,Female ,72,52,11
743,Female ,48,43,4
744,Female ,44,97,34
745,Female ,89,119,81
746,Female ,59,46,34
747,Male ,55,125,87
748,Female ,41,84,80
749,Female ,40,42,94
750,Female ,74,85,77
751,Female ,36,84,9
752,Female ,32,59,37
753,Female ,61,105,61
754,Female ,84,118,56
755,Male ,81,134,45
756,Male ,63,77,17
757,Male ,76,88,97
758,Male ,63,132,71
759,Male ,78,98,12
760,Male ,75,40,17
761,Male ,31,88,70
762,Female ,32,100,62
763,Male ,68,95,76
764,Female ,32,79,35
765,Female ,34,128,20
766,Female ,91,116,47
767,Female ,93,22,82
768,Female ,88,132,11
769,Female ,88,115,51
770,Female ,45,51,46
771,Male ,59,64,51
772,Male ,75,21,51
773,Female ,63,129,80
774,Male ,75,129,39
775,Male ,75,127,9
776,Male ,38,26,37
777,Female ,64,36,89
778,Male ,80,144,58
779,Female ,96,103,51
780,Male ,27,45,89
781,Female ,35,53,25
782,Male ,31,129,21
783,Male ,85,59,58
784,Male ,23,128,27
785,Female ,47,76,90
786,Male ,28,91,97
787,Female ,52,63,64
788,Male ,54,18,63
789,Male ,78,104,61
790,Male ,87,127,2
791,Female ,97,136,59
792,Male ,79,136,17
793,Male ,50,122,44
794,Female ,93,38,92
795,Female ,47,51,48
796,Male ,58,46,40
797,Female ,25,31,91
798,Female ,51,92,95
799,Female ,24,48,54
800,Male ,34,20,69
801,Male ,45,50,92
802,Male ,33,137,10
803,Male ,44,116,11
804,Male ,21,32,70
805,Male ,61,148,66
806,Female ,94,111,79
807,Female ,72,131,13
808,Female ,100,17,37
809,Male ,42,19,18
810,Male ,73,133,3
811,Male ,46,22,31
812,Female ,62,97,6
813,Female ,92,129,45
814,Male ,76,57,95
815,Female ,52,63,10
816,Male ,50,92,31
817,Male ,32,98,18
818,Male ,68,45,6
819,Female ,31,20,99
820,Female ,27,85,66
821,Male ,70,68,61
822,Female ,33,129,26
823,Male ,22,41,72
824,Male ,52,128,82
825,Female ,80,44,58
826,Male ,48,24,13
827,Female ,42,21,14
828,Female ,40,23,51
829,Male ,97,143,46
830,Male ,97,67,92
831,Male ,44,43,66
832,Male ,47,68,53
833,Female ,30,49,48
834,Male ,48,113,82
835,Male ,45,105,12
836,Male ,48,97,86
837,Male ,88,123,52
838,Male ,36,95,12
839,Female ,63,66,19
840,Female ,61,38,23
841,Male ,84,57,26
842,Male ,73,111,17
843,Male ,89,83,65
844,Male ,63,50,46
845,Female ,73,41,86
846,Male ,30,96,32
847,Female ,47,56,8
848,Male ,21,107,56
849,Female ,58,38,3
850,Female ,97,73,64
851,Female ,70,40,92
852,Female ,24,112,47
853,Male ,45,115,80
854,Female ,65,27,39
855,Female ,61,124,38
856,Male ,58,120,92
857,Male ,87,31,90
858,Female ,56,53,85
859,Female ,39,21,80
860,Female ,64,121,4
861,Male ,80,96,86
862,Male ,80,87,81
863,Male ,58,141,18
864,Male ,55,43,87
865,Male ,83,53,58
866,Female ,34,54,86
867,Female ,45,25,72
868,Male ,37,139,37
869,Female ,48,106,68
870,Male ,51,101,50
871,Female ,68,27,75
872,Male ,98,127,23
873,Male ,78,20,50
874,Male ,76,73,43
875,Female ,57,83,27
876,Female ,29,51,7
877,Female ,58,47,37
878,Female ,30,137,57
879,Male ,33,127,9
880,Male ,36,67,42
881,Female ,63,117,77
882,Female ,67,76,11
883,Female ,81,102,30
884,Female ,50,144,57
885,Female ,23,141,3
886,Male ,45,80,70
887,Male ,59,92,64
888,Male ,68,110,84
889,Female ,32,146,58
890,Male ,21,128,92
891,Female ,82,134,14
892,Male ,62,139,69
893,Female ,32,84,26
894,Male ,34,63,21
895,Male ,36,139,25
896,Male ,25,99,6
897,Female ,99,111,83
898,Female ,69,69,81
899,Male ,76,82,68
900,Male ,89,63,90
901,Male ,70,50,40
902,Female ,61,46,9
903,Male ,95,83,61
904,Male ,38,28,58
905,Female ,99,20,52
906,Female ,73,129,4
907,Female ,68,20,93
908,Female ,94,43,24
909,Male ,30,114,77
910,Female ,49,70,23
911,Female ,74,144,2
912,Male ,37,125,69
913,Male ,84,63,79
914,Female ,69,76,24
915,Male ,24,46,82
916,Female ,27,93,42
917,Male ,61,51,35
918,Female ,33,140,29
919,Female ,56,98,48
920,Female ,82,94,43
921,Male ,32,128,90
922,Female ,58,34,29
923,Female ,98,73,37
924,Male ,65,52,10
925,Female ,47,86,69
926,Female ,29,68,1
927,Male ,28,92,69
928,Male ,97,112,13
929,Male ,91,62,9
930,Male ,49,140,67
931,Male ,82,86,76
932,Female ,86,57,39
933,Female ,93,143,43
934,Female ,27,73,78
935,Male ,24,28,50
936,Female ,29,135,73
937,Male ,65,18,92
938,Male ,82,115,39
939,Female ,48,122,53
940,Female ,35,72,73
941,Female ,46,32,76
942,Male ,21,110,97
943,Male ,96,66,33
944,Female ,48,29,4
945,Male ,51,83,82
946,Female ,74,145,41
947,Female ,57,29,50
948,Male ,50,30,5
949,Male ,44,107,35
950,Female ,24,50,10
951,Male ,64,98,98
952,Female ,28,107,51
953,Female ,26,117,51
954,Male ,20,21,91
955,Female ,67,58,17
956,Male ,94,134,51
957,Female ,91,19,79
958,Male ,21,123,54
959,Female ,45,87,37
960,Male ,29,67,24
961,Male ,32,45,28
962,Female ,50,63,82
963,Male ,43,89,50
964,Male ,70,124,39
965,Male ,48,99,68
966,Male ,36,134,39
967,Male ,100,124,94
968,Female ,95,69,7
969,Female ,47,35,63
970,Female ,69,128,17
971,Male ,53,20,84
972,Male ,47,115,85
973,Female ,49,74,49
974,Female ,69,49,3
975,Male ,22,82,30
976,Male ,91,39,53
977,Male ,88,21,98
978,Female ,61,149,75
979,Male ,69,17,22
980,Male ,48,18,6
981,Male ,68,42,75
982,Female ,49,108,95
983,Male ,25,145,43
984,Male ,78,67,58
985,Male ,99,72,92
986,Female ,22,107,80
987,Female ,98,38,27
988,Female ,61,56,9
989,Female ,46,32,23
990,Male ,69,106,26
991,Male ,71,142,83
992,Male ,63,72,39
993,Female ,62,36,20
994,Male ,92,112,17
995,Male ,40,124,8
996,Male ,40,75,32
997,Female ,32,73,46
998,Female ,98,20,7
999,Male ,57,34,32
1000,Male ,53,49,68
1001,Female ,74,149,95
1002,Female ,43,59,6
1003,Male ,87,98,42
1004,Male ,49,50,49
1005,Male ,25,71,4
1006,Male ,100,70,75
1007,Female ,42,17,71
1008,Female ,85,25,47
1009,Female ,91,82,9
1010,Male ,53,36,66
1011,Female ,41,65,1
1012,Female ,46,83,54
1013,Female ,97,54,96
1014,Male ,25,132,46
1015,Male ,32,81,34
1016,Male ,51,18,21
1017,Male ,22,54,30
1018,Female ,63,90,10
1019,Female ,84,133,14
1020,Female ,85,108,63
1021,Female ,42,134,9
1022,Female ,80,116,4
1023,Male ,52,80,4
1024,Female ,80,127,50
1025,Male ,45,77,62
1026,Male ,39,86,21
1027,Male ,32,98,40
1028,Female ,55,125,81
1029,Female ,24,86,95
1030,Male ,48,102,3
1031,Male ,23,128,92
1032,Male ,66,135,45
1033,Male ,26,138,95
1034,Female ,65,40,62
1035,Male ,39,35,31
1036,Female ,90,115,98
1037,Female ,50,16,94
1038,Male ,42,127,45
1039,Male ,49,68,2
1040,Female ,33,125,68
1041,Female ,50,78,22
1042,Female ,56,117,35
1043,Female ,43,133,36
1044,Female ,88,52,85
1045,Male ,76,19,32
1046,Male ,94,47,19
1047,Female ,27,49,95
1048,Male ,68,140,5
1049,Female ,68,61,74
1050,Male ,26,80,84
1051,Male ,55,98,65
1052,Female ,52,52,76
1053,Male ,23,124,89
1054,Female ,72,116,15
1055,Female ,81,116,10
1056,Female ,91,137,27
1057,Female ,35,85,65
1058,Female ,24,22,95
1059,Female ,23,20,16
1060,Male ,92,42,34
1061,Female ,32,49,75
1062,Female ,59,47,82
1063,Male ,56,134,19
1064,Female ,51,139,52
1065,Male ,70,83,25
1066,Male ,35,82,27
1067,Female ,99,69,16
1068,Female ,58,120,85
1069,Female ,53,32,68
1070,Female ,53,19,3
1071,Female ,89,50,43
1072,Male ,50,58,43
1073,Female ,37,95,44
1074,Male ,66,134,28
1075,Male ,60,19,9
1076,Male ,63,68,54
1077,Male ,71,107,94
1078,Male ,24,82,48
1079,Male ,25,133,93
1080,Male ,47,59,67
1081,Male ,32,52,24
1082,Male ,90,112,43
1083,Female ,23,91,18
1084,Male ,100,18,60
1085,Female ,100,68,57
1086,Male ,72,146,74
1087,Male ,94,24,72
1088,Female ,24,117,2
1089,Female ,24,147,41
1090,Male ,99,94,52
1091,Male ,38,114,63
1092,Male ,26,28,16
1093,Female ,91,88,74
1094,Male ,56,125,10
1095,Female ,74,95,33
1096,Female ,59,107,96
1097,Female ,65,96,21
1098,Male ,96,49,6
1099,Male ,56,144,3
1100,Female ,22,97,11
1101,Female ,36,63,6
1102,Female ,44,147,74
1103,Male ,78,62,3
1104,Female ,90,122,75
1105,Female ,65,76,88
1106,Female ,79,115,48
1107,Male ,84,58,56
1108,Female ,37,150,35
1109,Male ,94,36,9
1110,Male ,61,114,20
1111,Female ,84,102,9
1112,Male ,30,97,26
1113,Male ,33,34,92
1114,Male ,70,82,71
1115,Female ,71,81,2
1116,Female ,77,97,6
1117,Female ,76,130,32
1118,Female ,43,107,28
1119,Female ,38,64,81
1120,Female ,85,33,99
1121,Male ,84,50,82
1122,Male ,48,17,78
1123,Male ,73,25,60
1124,Male ,80,93,93
1125,Female ,23,105,43
1126,Male ,47,34,78
1127,Male ,75,92,86
1128,Female ,80,98,72
1129,Male ,38,89,61
1130,Female ,50,67,55
1131,Female ,40,43,25
1132,Female ,53,77,96
1133,Female ,96,62,33
1134,Female ,63,71,45
1135,Male ,90,147,14
1136,Female ,35,87,44
1137,Female ,50,137,12
1138,Male ,57,35,79
1139,Male ,59,53,66
1140,Male ,95,102,14
1141,Male ,63,82,35
1142,Male ,58,20,36
1143,Male ,52,100,67
1144,Female ,52,72,17
1145,Female ,90,137,86
1146,Female ,32,39,15
1147,Male ,100,146,48
1148,Female ,92,86,40
